Unnamed: 0,address_id,line1,line2,city,province_id,postal_code,country_code
114,1111,Calle 7988,Piso 12 Dto B,Mendoza,4,3608,AR
115,1112,Calle 6922,Piso 11 Dto B,La Plata,1,7412,AR
116,1113,Calle 4638,,Mar del Plata,1,9978,AR
117,1114,Calle 9510,Piso 1 Dto C,La Plata,1,8496,AR
118,1115,Calle 7905,,Villa Carlos Paz,2,4573,AR
119,1116,Calle 5935,,Córdoba,2,3418,AR
120,1117,Calle 2757,Piso 1 Dto A,Godoy Cruz,4,8763,AR
121,1118,Calle 8445,Piso 11 Dto B,Mendoza,4,3434,AR
122,1119,Calle 3947,Piso 7 Dto B,CABA,1,3826,AR
123,1120,Calle 1469,Piso 8 Dto C,Rafaela,3,5509,AR
124,1121,Calle 1911,Piso 2 Dto A,CABA,1,9351,AR
125,1122,Calle 9382,,Mar del Plata,1,3967,AR
126,1123,Calle 7106,,Mar del Plata,1,2629,AR
127,1124,Calle 3030,,Mar del Plata,1,7451,AR
128,1125,Calle 8005,,Rafaela,3,4399,AR
129,1126,Calle 2949,Piso 1 Dto C,Mar del Plata,1,6149,AR
130,1127,Calle 3379,,Mar del Plata,1,5206,AR
131,1128,Calle 8293,,CABA,1,7931,AR
132,1129,Calle 8511,Piso 5 Dto C,CABA,1,3291,AR
133,1130,Calle 5770,,Río Cuarto,2,2622,AR
134,1131,Calle 2322,,CABA,1,4539,AR
135,1132,Calle 6915,Piso 2 Dto C,Mar del Plata,1,5270,AR
136,1133,Calle 6555,Piso 8 Dto A,Córdoba,2,7968,AR
137,1134,Calle 4414,,CABA,1,7097,AR
138,1135,Calle 9912,,Río Cuarto,2,6183,AR
139,1136,Calle 4056,,Mar del Plata,1,9707,AR
140,1137,Calle 1081,,Villa Carlos Paz,2,6944,AR
141,1138,Calle 3699,,Rosario,3,7179,AR
142,1139,Calle 2024,Piso 3 Dto C,CABA,1,9021,AR
143,1140,Calle 9375,Piso 5 Dto C,Mar del Plata,1,2623,AR
144,1141,Calle 2961,Piso 6 Dto C,La Plata,1,8812,AR
145,1142,Calle 8415,,Mar del Plata,1,3337,AR
146,1143,Calle 867,Piso 12 Dto C,Villa Carlos Paz,2,5081,AR
147,1144,Calle 7192,Piso 6 Dto B,Córdoba,2,5519,AR
148,1145,Calle 3749,,Mar del Plata,1,6007,AR
149,1146,Calle 1303,,Rosario,3,2534,AR
150,1147,Calle 4684,,Córdoba,2,7946,AR
151,1148,Calle 7859,,Mendoza,4,7643,AR
152,1149,Calle 120,Piso 12 Dto B,Río Cuarto,2,5001,AR
153,1150,Calle 9952,,Córdoba,2,3864,AR
154,1151,Calle 8417,Piso 6 Dto A,CABA,1,9118,AR
155,1152,Calle 5538,,CABA,1,5752,AR
156,1153,Calle 3491,Piso 1 Dto C,La Plata,1,4562,AR
157,1154,Calle 8447,Piso 1 Dto B,San Rafael,4,1942,AR
158,1155,Calle 5383,,La Plata,1,1084,AR
159,1156,Calle 6588,,Rosario,3,8058,AR
160,1157,Calle 8427,,Mar del Plata,1,8985,AR
161,1158,Calle 4099,Piso 4 Dto B,Mar del Plata,1,7132,AR
162,1159,Calle 8789,Piso 5 Dto A,CABA,1,8198,AR
163,1160,Calle 7111,,Mar del Plata,1,2813,AR
164,1161,Calle 6465,Piso 7 Dto C,CABA,1,1517,AR
165,1162,Calle 4355,Piso 2 Dto B,Villa Carlos Paz,2,9119,AR
166,1163,Calle 8223,Piso 12 Dto C,La Plata,1,3153,AR
167,1164,Calle 2067,,Mendoza,4,4874,AR
168,1165,Calle 7040,,Villa Carlos Paz,2,8116,AR
169,1166,Calle 1354,,La Plata,1,9376,AR
170,1167,Calle 4318,Piso 12 Dto A,CABA,1,4250,AR
171,1168,Calle 8231,,Córdoba,2,3436,AR
172,1169,Calle 629,,La Plata,1,7984,AR
173,1170,Calle 835,Piso 7 Dto B,Córdoba,2,4791,AR
174,1171,Calle 1006,,La Plata,1,5985,AR
175,1172,Calle 5752,,La Plata,1,6240,AR
176,1173,Calle 855,Piso 11 Dto C,CABA,1,4473,AR
177,1174,Calle 1651,Piso 7 Dto A,Mar del Plata,1,9049,AR
178,1175,Calle 1588,,CABA,1,6426,AR
179,1176,Calle 9649,Piso 9 Dto C,Villa Carlos Paz,2,4903,AR
180,1177,Calle 1430,,La Plata,1,1672,AR
181,1178,Calle 1617,Piso 2 Dto C,La Plata,1,5939,AR
182,1179,Calle 8742,,Mendoza,4,3094,AR
183,1180,Calle 4138,Piso 9 Dto B,Mar del Plata,1,8347,AR
184,1181,Calle 7911,,Mendoza,4,3735,AR
185,1182,Calle 4746,,Córdoba,2,4116,AR
186,1183,Calle 8413,Piso 2 Dto A,Mar del Plata,1,9344,AR
187,1184,Calle 6568,,Villa Carlos Paz,2,4015,AR
188,1185,Calle 9702,Piso 12 Dto A,CABA,1,9254,AR
189,1186,Calle 4856,,CABA,1,3803,AR
190,1187,Calle 4782,,CABA,1,5550,AR
191,1188,Calle 4080,,CABA,1,1022,AR
192,1189,Calle 5318,Piso 2 Dto C,Villa Carlos Paz,2,3189,AR
193,1190,Calle 5319,,Santa Fe,3,6824,AR
194,1191,Calle 2896,,Villa Carlos Paz,2,7258,AR
195,1192,Calle 9902,Piso 9 Dto A,Rafaela,3,4614,AR
196,1193,Calle 6480,,Mar del Plata,1,8109,AR
197,1194,Calle 1536,Piso 8 Dto A,La Plata,1,4031,AR
198,1195,Calle 2956,,La Plata,1,6081,AR
199,1196,Calle 9959,,Santa Fe,3,2180,AR
200,1197,Calle 6595,,Mar del Plata,1,1193,AR
201,1198,Calle 1803,,CABA,1,3165,AR
202,1199,Calle 2337,,Santa Fe,3,1153,AR
203,1200,Calle 1393,Piso 4 Dto A,La Plata,1,8279,AR
204,1201,Calle 2532,Piso 4 Dto A,La Plata,1,9906,AR
205,1202,Calle 1685,,CABA,1,9381,AR
206,1203,Calle 394,Piso 4 Dto B,CABA,1,3414,AR
207,1204,Calle 6304,,Córdoba,2,9057,AR
208,1205,Calle 1667,,Mendoza,4,6467,AR
209,1206,Calle 711,,CABA,1,8022,AR
210,1207,Calle 6968,Piso 3 Dto C,CABA,1,5702,AR
211,1208,Calle 8180,Piso 11 Dto B,Santa Fe,3,2251,AR
212,1209,Calle 2402,Piso 6 Dto A,Rosario,3,8318,AR
213,1210,Calle 9468,Piso 7 Dto C,Rosario,3,3370,AR
214,1211,Calle 2980,Piso 7 Dto B,CABA,1,9097,AR
215,1212,Calle 9859,,La Plata,1,5028,AR
216,1213,Calle 8827,,La Plata,1,7301,AR
217,1214,Calle 8634,,Villa Carlos Paz,2,2429,AR
218,1215,Calle 282,Piso 6 Dto C,CABA,1,3188,AR
219,1216,Calle 5913,Piso 3 Dto B,La Plata,1,3361,AR
220,1217,Calle 3974,,Godoy Cruz,4,3257,AR
221,1218,Calle 2345,,San Rafael,4,7958,AR
222,1219,Calle 9530,,CABA,1,1494,AR
223,1220,Calle 4015,Piso 2 Dto A,CABA,1,3452,AR
224,1221,Calle 8642,Piso 12 Dto B,CABA,1,7742,AR
225,1222,Calle 217,,Mar del Plata,1,1983,AR
226,1223,Calle 8246,Piso 3 Dto A,Córdoba,2,7940,AR
227,1224,Calle 9373,,Villa Carlos Paz,2,7941,AR
228,1225,Calle 8545,,CABA,1,7560,AR
229,1226,Calle 9164,Piso 10 Dto A,CABA,1,8821,AR
230,1227,Calle 6234,Piso 3 Dto A,Villa Carlos Paz,2,7950,AR
231,1228,Calle 1275,Piso 6 Dto C,CABA,1,1459,AR
232,1229,Calle 1745,,Mar del Plata,1,6064,AR
233,1230,Calle 531,,Río Cuarto,2,1735,AR
234,1231,Calle 749,,Godoy Cruz,4,6056,AR
235,1232,Calle 6524,Piso 9 Dto A,Godoy Cruz,4,7400,AR
236,1233,Calle 1596,,San Rafael,4,9227,AR
237,1234,Calle 7815,Piso 10 Dto A,La Plata,1,3641,AR
238,1235,Calle 1529,,Córdoba,2,3307,AR
239,1236,Calle 8460,Piso 12 Dto C,San Rafael,4,8331,AR
240,1237,Calle 7060,Piso 1 Dto C,La Plata,1,4917,AR
241,1238,Calle 1229,Piso 3 Dto C,San Rafael,4,2595,AR
242,1239,Calle 8965,,La Plata,1,8451,AR
243,1240,Calle 2646,Piso 2 Dto B,La Plata,1,6789,AR
244,1241,Calle 7549,Piso 5 Dto B,Mar del Plata,1,8242,AR
245,1242,Calle 8000,Piso 1 Dto B,San Rafael,4,7568,AR
246,1243,Calle 2114,Piso 8 Dto B,Rafaela,3,7122,AR
247,1244,Calle 7375,,Río Cuarto,2,1934,AR
248,1245,Calle 131,Piso 3 Dto A,Río Cuarto,2,7157,AR
249,1246,Calle 3655,,Córdoba,2,6716,AR
250,1247,Calle 7617,,Mar del Plata,1,2775,AR
251,1248,Calle 6579,Piso 6 Dto A,Rosario,3,6610,AR
252,1249,Calle 7803,Piso 2 Dto B,Mar del Plata,1,1627,AR
253,1250,Calle 2385,Piso 11 Dto A,La Plata,1,1513,AR
254,1251,Calle 7047,,La Plata,1,4465,AR
255,1252,Calle 6930,,San Rafael,4,2369,AR
256,1253,Calle 1339,Piso 5 Dto C,La Plata,1,7876,AR
257,1254,Calle 3016,Piso 1 Dto A,La Plata,1,6603,AR
258,1255,Calle 6867,,La Plata,1,8156,AR
259,1256,Calle 6376,,San Rafael,4,2274,AR
260,1257,Calle 5186,Piso 1 Dto A,Mar del Plata,1,3416,AR
261,1258,Calle 6659,,Rosario,3,8381,AR
262,1259,Calle 9477,,Río Cuarto,2,4074,AR
263,1260,Calle 9846,Piso 7 Dto A,Córdoba,2,4436,AR
264,1261,Calle 236,,San Rafael,4,5947,AR
265,1262,Calle 8178,Piso 11 Dto B,CABA,1,7723,AR
266,1263,Calle 6978,,Mar del Plata,1,3880,AR
267,1264,Calle 9057,Piso 10 Dto A,CABA,1,7251,AR
268,1265,Calle 7168,,Rafaela,3,2435,AR
269,1266,Calle 6739,,CABA,1,8276,AR
270,1267,Calle 4750,,Córdoba,2,8448,AR
271,1268,Calle 7694,Piso 2 Dto B,CABA,1,7765,AR
272,1269,Calle 3669,Piso 9 Dto B,La Plata,1,5333,AR
273,1270,Calle 3958,,Santa Fe,3,1254,AR
274,1271,Calle 8503,Piso 12 Dto C,La Plata,1,6490,AR
275,1272,Calle 3963,,Godoy Cruz,4,7444,AR
276,1273,Calle 7031,Piso 3 Dto C,Rafaela,3,3846,AR
277,1274,Calle 2596,,San Rafael,4,3069,AR
278,1275,Calle 6423,,Mar del Plata,1,6282,AR
279,1276,Calle 7167,,CABA,1,1455,AR
280,1277,Calle 9369,,Mendoza,4,8433,AR
281,1278,Calle 3634,,Mar del Plata,1,7194,AR
282,1279,Calle 1360,,Villa Carlos Paz,2,2694,AR
283,1280,Calle 2011,Piso 2 Dto A,Mar del Plata,1,5292,AR
284,1281,Calle 5922,,La Plata,1,9045,AR
285,1282,Calle 1251,Piso 4 Dto C,La Plata,1,7148,AR
286,1283,Calle 2640,,Villa Carlos Paz,2,3927,AR
287,1284,Calle 5682,,La Plata,1,3595,AR
288,1285,Calle 3160,,Córdoba,2,9486,AR
289,1286,Calle 5979,,Rosario,3,6366,AR
290,1287,Calle 2074,Piso 5 Dto B,Mar del Plata,1,4264,AR
291,1288,Calle 4823,Piso 8 Dto C,Mar del Plata,1,8144,AR
292,1289,Calle 4098,Piso 3 Dto A,Mendoza,4,7436,AR
293,1290,Calle 5106,Piso 3 Dto A,Río Cuarto,2,8101,AR
294,1291,Calle 4452,,Mar del Plata,1,7275,AR
295,1292,Calle 6127,Piso 11 Dto A,La Plata,1,3740,AR
296,1293,Calle 9616,Piso 7 Dto B,Godoy Cruz,4,7525,AR
297,1294,Calle 7036,,La Plata,1,2190,AR
298,1295,Calle 2377,,Villa Carlos Paz,2,6219,AR
299,1296,Calle 7625,,Córdoba,2,2085,AR
300,1297,Calle 8639,Piso 4 Dto A,CABA,1,2225,AR
301,1298,Calle 5207,,Villa Carlos Paz,2,1813,AR
302,1299,Calle 6902,Piso 2 Dto A,La Plata,1,3803,AR
303,1300,Calle 9444,,Córdoba,2,1076,AR
304,1301,Calle 607,,La Plata,1,6527,AR
305,1302,Calle 6801,Piso 12 Dto B,CABA,1,6196,AR
306,1303,Calle 5132,,Mar del Plata,1,7444,AR
307,1304,Calle 8083,Piso 11 Dto A,Villa Carlos Paz,2,2683,AR
308,1305,Calle 2274,Piso 2 Dto B,CABA,1,4708,AR
309,1306,Calle 6044,,Mar del Plata,1,5254,AR
310,1307,Calle 1230,Piso 5 Dto B,La Plata,1,5422,AR
311,1308,Calle 7549,Piso 2 Dto A,San Rafael,4,3424,AR
312,1309,Calle 2005,,Río Cuarto,2,8830,AR
313,1310,Calle 7909,Piso 4 Dto A,Godoy Cruz,4,5853,AR
314,1311,Calle 3374,,CABA,1,9103,AR
315,1312,Calle 3542,,Mar del Plata,1,8989,AR
316,1313,Calle 8645,Piso 9 Dto B,Mar del Plata,1,8438,AR
317,1314,Calle 2131,Piso 4 Dto B,Rosario,3,8412,AR
318,1315,Calle 3080,Piso 2 Dto B,La Plata,1,3690,AR
319,1316,Calle 1673,,San Rafael,4,2805,AR
320,1317,Calle 3065,Piso 5 Dto A,La Plata,1,9698,AR
321,1318,Calle 9017,Piso 2 Dto B,CABA,1,4474,AR
322,1319,Calle 8322,Piso 6 Dto A,La Plata,1,5466,AR
323,1320,Calle 6268,,Mar del Plata,1,5816,AR
324,1321,Calle 4521,Piso 9 Dto C,Mar del Plata,1,9497,AR
325,1322,Calle 4079,,CABA,1,1870,AR
326,1323,Calle 1079,Piso 9 Dto A,Córdoba,2,4710,AR
327,1324,Calle 3603,Piso 12 Dto C,CABA,1,9112,AR
328,1325,Calle 5696,Piso 11 Dto B,CABA,1,1050,AR
329,1326,Calle 7812,,Mar del Plata,1,3789,AR
330,1327,Calle 3070,,Córdoba,2,1208,AR
331,1328,Calle 2909,,CABA,1,1159,AR
332,1329,Calle 17,Piso 8 Dto A,San Rafael,4,2792,AR
333,1330,Calle 4763,,Rafaela,3,3401,AR
334,1331,Calle 5500,Piso 8 Dto B,Mar del Plata,1,9940,AR
335,1332,Calle 5969,Piso 8 Dto A,Villa Carlos Paz,2,5933,AR
336,1333,Calle 9761,Piso 8 Dto A,Rafaela,3,9508,AR
337,1334,Calle 3609,Piso 11 Dto A,La Plata,1,9156,AR
338,1335,Calle 7057,,Mar del Plata,1,4175,AR
339,1336,Calle 8928,,Villa Carlos Paz,2,5346,AR
340,1337,Calle 9653,Piso 7 Dto B,Santa Fe,3,4122,AR
341,1338,Calle 5625,Piso 10 Dto A,Río Cuarto,2,8455,AR
342,1339,Calle 8175,Piso 11 Dto A,CABA,1,3461,AR
343,1340,Calle 9145,Piso 11 Dto A,San Rafael,4,8976,AR
344,1341,Calle 256,,La Plata,1,5636,AR
345,1342,Calle 84,,La Plata,1,1817,AR
346,1343,Calle 8225,,La Plata,1,2409,AR
347,1344,Calle 3224,,Mar del Plata,1,5764,AR
348,1345,Calle 4076,Piso 11 Dto C,La Plata,1,7923,AR
349,1346,Calle 4281,Piso 5 Dto C,Mendoza,4,3839,AR
350,1347,Calle 9473,,La Plata,1,5096,AR
351,1348,Calle 4933,Piso 5 Dto A,CABA,1,8555,AR
352,1349,Calle 1574,Piso 3 Dto C,La Plata,1,6132,AR
353,1350,Calle 5859,Piso 8 Dto B,San Rafael,4,8643,AR
354,1351,Calle 454,Piso 9 Dto A,Godoy Cruz,4,2448,AR
355,1352,Calle 3976,Piso 10 Dto C,Villa Carlos Paz,2,3085,AR
356,1353,Calle 878,Piso 7 Dto A,Santa Fe,3,1097,AR
357,1354,Calle 7541,,Rafaela,3,5426,AR
358,1355,Calle 4761,Piso 10 Dto B,CABA,1,1997,AR
359,1356,Calle 8370,,Río Cuarto,2,4359,AR
360,1357,Calle 8116,,Mar del Plata,1,5929,AR
361,1358,Calle 7946,,Córdoba,2,2879,AR
362,1359,Calle 1984,,Mar del Plata,1,4347,AR
363,1360,Calle 7272,,Mar del Plata,1,5913,AR
364,1361,Calle 3850,Piso 9 Dto B,CABA,1,3018,AR
365,1362,Calle 3028,,CABA,1,3797,AR
366,1363,Calle 3283,Piso 8 Dto B,Río Cuarto,2,5742,AR
367,1364,Calle 6019,Piso 11 Dto B,Godoy Cruz,4,7321,AR
368,1365,Calle 2428,Piso 1 Dto B,La Plata,1,2968,AR
369,1366,Calle 4961,Piso 1 Dto C,Mar del Plata,1,1698,AR
370,1367,Calle 7510,,Godoy Cruz,4,6861,AR
371,1368,Calle 3454,Piso 6 Dto C,Rafaela,3,9405,AR
372,1369,Calle 5765,Piso 11 Dto C,CABA,1,8528,AR
373,1370,Calle 4964,Piso 7 Dto A,Mar del Plata,1,7168,AR
374,1371,Calle 9438,Piso 12 Dto C,Córdoba,2,3120,AR
375,1372,Calle 5704,Piso 10 Dto C,Río Cuarto,2,2107,AR
376,1373,Calle 2608,,Mar del Plata,1,9182,AR
377,1374,Calle 3877,Piso 2 Dto A,CABA,1,7882,AR
378,1375,Calle 1876,,La Plata,1,8234,AR
379,1376,Calle 2852,Piso 6 Dto A,Córdoba,2,7187,AR
380,1377,Calle 9118,Piso 4 Dto A,San Rafael,4,9046,AR
381,1378,Calle 3297,Piso 12 Dto A,Córdoba,2,9659,AR
382,1379,Calle 1577,,CABA,1,1085,AR
383,1380,Calle 8956,,Rafaela,3,9653,AR
384,1381,Calle 9345,Piso 8 Dto C,CABA,1,6840,AR
385,1382,Calle 7191,Piso 7 Dto C,Rosario,3,2161,AR
386,1383,Calle 4887,Piso 2 Dto A,Mar del Plata,1,4777,AR
387,1384,Calle 370,Piso 4 Dto B,Villa Carlos Paz,2,7396,AR
388,1385,Calle 4720,,CABA,1,9482,AR
389,1386,Calle 929,,Mar del Plata,1,8716,AR
390,1387,Calle 5539,,Córdoba,2,6481,AR
391,1388,Calle 5401,,Mar del Plata,1,9086,AR
392,1389,Calle 9995,Piso 12 Dto A,Rafaela,3,2159,AR
393,1390,Calle 1321,,Río Cuarto,2,5432,AR
394,1391,Calle 8317,Piso 4 Dto C,La Plata,1,8069,AR
395,1392,Calle 352,,CABA,1,9752,AR
396,1393,Calle 297,,Río Cuarto,2,7342,AR
397,1394,Calle 6994,,Villa Carlos Paz,2,8175,AR
398,1395,Calle 5764,Piso 4 Dto B,Santa Fe,3,1949,AR
399,1396,Calle 165,,Mar del Plata,1,1244,AR
400,1397,Calle 929,,Rosario,3,5630,AR
401,1398,Calle 4002,Piso 5 Dto A,Mar del Plata,1,8843,AR
402,1399,Calle 4100,Piso 9 Dto A,Córdoba,2,6848,AR
403,1400,Calle 6012,,La Plata,1,9631,AR
404,1401,Calle 8249,Piso 2 Dto A,Mar del Plata,1,7731,AR
405,1402,Calle 2247,Piso 9 Dto A,CABA,1,4453,AR
406,1403,Calle 588,Piso 4 Dto C,CABA,1,8434,AR
407,1404,Calle 4429,Piso 5 Dto C,CABA,1,5921,AR
408,1405,Calle 6291,Piso 8 Dto A,Mar del Plata,1,7302,AR
409,1406,Calle 6215,Piso 3 Dto C,CABA,1,9724,AR
410,1407,Calle 8873,Piso 6 Dto A,Córdoba,2,5301,AR
411,1408,Calle 7112,,Santa Fe,3,2789,AR
412,1409,Calle 4710,Piso 9 Dto B,Mar del Plata,1,9501,AR
413,1410,Calle 7657,,La Plata,1,1248,AR
414,1411,Calle 1402,Piso 4 Dto C,Santa Fe,3,6530,AR
415,1412,Calle 5927,Piso 5 Dto C,La Plata,1,1202,AR
416,1413,Calle 5260,Piso 5 Dto A,Mar del Plata,1,8581,AR
417,1414,Calle 607,,La Plata,1,7694,AR
418,1415,Calle 4530,Piso 10 Dto C,Córdoba,2,2049,AR
419,1416,Calle 4253,,La Plata,1,3858,AR
420,1417,Calle 813,,Rafaela,3,4018,AR
421,1418,Calle 5200,,Rafaela,3,1996,AR
422,1419,Calle 5790,,Mendoza,4,4845,AR
423,1420,Calle 7272,,Mar del Plata,1,4882,AR
424,1421,Calle 6816,Piso 2 Dto C,La Plata,1,5638,AR
425,1422,Calle 5903,Piso 6 Dto B,Mar del Plata,1,8711,AR
426,1423,Calle 6035,,Córdoba,2,1418,AR
427,1424,Calle 8369,Piso 12 Dto C,Villa Carlos Paz,2,4520,AR
428,1425,Calle 2459,,Rosario,3,2266,AR
